Mod:Item:MetaData, Localized Name
mwc:uzimag_2, 32rnd 9x19mm Magazine
mwc:vp70mag_2, 18rnd 9x19mm Magazine
mwc:m4a1, M4A1
mwc:ar15, AR-15
mwc:m16a1, M16A1
mwc:m16a4, M16A4
mwc:m38_dmr, HK 416
mwc:acr, Remington ACR
mwc:ngsw_r, NGSW-R
mwc:sig_mcx, SIG MCX
mwc:aac_honey_badger, AAC Honey Badger
mwc:ak47, AK-47
mwc:ak15, AK-15
mwc:malyuk, Malyuk
mwc:ak12_kal, AK-12
mwc:izhmash_ak12, AK-12 Prototype
mwc:ak101, AK-101
mwc:ak74, AK-74
mwc:kbp_9a91, KBP 9A-91 Carbine
mwc:k2c1, K2C1
mwc:scar_h_cqc, Mk17 CQC Scar-H
mwc:scar_l, Mk16 Scar-L
mwc:sig556, SIG-556
mwc:cz805_bren, CZ-805 Bren
mwc:arx160, ARX-160
mwc:type20, Type-20
mwc:famas_f1, Famas F1
mwc:g36c, HK G36C
mwc:g11, HK G11
mwc:f2000, FN F2000
mwc:steyr_aug_a1, Steyr AUG A1
mwc:stg44, StG-44
mwc:m1_garand, M1 Garand
mwc:m1941_johnson_rifle, M1941 Johnson (Rifle)
mwc:g43_gewehr, G43 Gewehr
mwc:m1_carbine, M1 Carbine
mwc:m1873, M1873
mwc:mares_leg, Mare's Leg
mwc:ar10_super_sass, AR-10 Super SASS
mwc:beowulf_50_cal, Beowulf .50 Cal
mwc:m110_sass, M110 SASS
mwc:zbroyar_z10, Zbroyar-Z10
mwc:hk_417, HK 417
mwc:mk14_ebr, M14 DMR
mwc:fnfal, FN FAL
mwc:g3, G3
mwc:springfield, M1903 Springfield
mwc:m82_barrett, M82 Barrett
mwc:m40a6, M40A6
mwc:svd_dragunov, SVD Dragunov
mwc:vss_vintorez, VSS Vintorez
mwc:as50, AS50
mwc:ssg_08, SSG-08
mwc:m200_intervention, M200 Intervention
mwc:dsr1, DSR1
mwc:l96a1, L96A1
mwc:remington_700, Remington-700
mwc:sv98, SV-98
mwc:krag_jorgensen, Krag Jorgensen
mwc:kar98k, Karabiner-98 Kurz
mwc:mp7, HK MP7
mwc:mp5a5, HK MP5
mwc:p90, FN P90
mwc:mac10, MAC-10
mwc:kriss_vector, Kriss Vector
mwc:ump_45, UMP45
mwc:scorpion_evo3_a1, Scorpion EVO3 A1
mwc:sig_mpx, SIG MPX
mwc:fmg9, FMG-9
mwc:uzi, Uzi
mwc:s7_10_tricun, S7-10 Tricun
mwc:apc9, APC9
mwc:pp91_kedr, PP-91 Kedr
mwc:mp40, MP-40
mwc:m1928_thompson, M1928 Thompson
mwc:origin12, Origin-12
mwc:saiga12, Saiga 12
mwc:spas_12, Spas-12
mwc:m1014, M1014
mwc:supernova, Benelli Supernova
mwc:remington870, Remington-870
mwc:ks23, KS-23
mwc:m1897, M1897
mwc:hs12, HS-12
mwc:mp43e, MP-43E
mwc:browning_auto_5, Browning Auto-5
mwc:m60e4, M60E4
mwc:mg42, MG-42
mwc:mg34, MG-34
mwc:dp28, DP-28
mwc:bren_mkii, Bren MkII
mwc:m1941_johnson, M1941 Johnson (LMG)
mwc:m249, M249
mwc:stonera1, Stoner A1
mwc:m134, M134
mwc:python, Colt Python
mwc:taurus_raging_hunter, Taurus Raging Hunter .44 Magnum
mwc:sw_500_magnum, S&W .500 Magnum
mwc:chiappa_rhino, Chiappa Rhino
mwc:aps, APS
mwc:makarov_pm, Makarov PM
mwc:desert_eagle, IMI Desert Eagle
mwc:glock_18c, Glock-18C
mwc:glock_19, Glock-19
mwc:fiveseven, FN Five-Seven
mwc:m9a1, M9A1 Beretta
mwc:p226, SIG P226
mwc:mp443, MP443
mwc:vp70, VP-70
mwc:m17, M17
mwc:sccy_cpx_2, CPX-2
mwc:hk_p12, HK P12
mwc:mas_21, MAS-21
mwc:g2_contender, G2 Contender
mwc:m712, M712
mwc:m1911, Colt M1911
mwc:browning_hi_power, Browning Hi-Power
mwc:m202, M202 FLASH
mwc:rpg7, RPG-7
mwc:m32_mgl, M32 MGL
mwc:gl06, GL-06
mwc:m79, M79 GL
mwc:chainsaw, Chainsaw
mwc:turretgun, item.turretgun.name
mwc:turretgunupgraded, item.turretgunupgraded.name
mwc:turretgunsilenced, item.turretgunsilenced.name
mwc:tablet, MWC Tablet
mwc:wcam, MWC Camera
mwc:gas-detector, Gas Detector
mwc:grenadesafetypin, item.mwc_GrenadeSafetyPin.name
mwc:m67frag, M67 Frag Grenade
mwc:impactgrenade, Impact Grenade
mwc:m18white, M18 Smoke Grenade (White)
mwc:gasgrenade, Gas Grenade
mwc:flash, Flash Grenade (WIP)
mwc:turret, Automated Turret
mwc:turretupgraded, Automated Turret vers.2
mwc:turretsilenced, Automated Turret vers.SA
mwc:turret_base, Turret Base
mwc:weapons_case, Weapons Case
mwc:weapons_case_small, Small Weapons Case
mwc:russian_weapons_case, Russian Weapons Case
mwc:ammo_box, Ammo Box
mwc:weapons_locker, Weapons Locker
mwc:fridge_open, Fridge Open Prop
mwc:fridge_closed, Fridge Closed Prop
mwc:artillery_prop, Artillery Prop
mwc:supply_drop, Supply Drop
mwc:medical_crate, Medical Crate
mwc:locker, Locker
mwc:scp_locker, SCP Locker
mwc:barrel, Barrel
mwc:explosive_barrel, Explosive Barrel
mwc:pc, PC
mwc:laptop, Laptop
mwc:monitor, Monitor
mwc:filingcabinet, Filing Cabinet
mwc:filingcabinet_opened, Filing Cabinet Open
mwc:shelf_right, Shelf Right
mwc:shelf_left, Shelf Left
mwc:shelf_top, Shelf Top
mwc:tv, TV
mwc:ceiling_tv, Ceiling TV
mwc:ceiling_tv_rotated, Ceiling TV (Rotated)
mwc:office_chair, Office Chair Prop
mwc:office_chair_2, Office Chair 2 Prop
mwc:desk_corner, Desk Corner Prop
mwc:desk_corner_alt1, Desk Corner (ALT1)
mwc:desk_left, Desk Left
mwc:desk_left_alt1, Desk Left (ALT1)
mwc:desk_middle, Desk Middle
mwc:desk_middle_alt1, Desk Middle (ALT1)
mwc:desk_right, Desk Right
mwc:desk_right_alt1, Desk Right (ALT1)
mwc:desk_shelf, Desk Shelf
mwc:desk_shelf_alt1, Desk Shelf (A1)
mwc:desk_shelf_alt2, Desk Shelf (A2)
mwc:desk_shelf_alt3, Desk Shelf (A3)
mwc:barrier, Barrier
mwc:barrier_rotated, Barrier (Rotated)
mwc:body_bag, Body Bag
mwc:hanging_body, Hanging Body
mwc:impaled_body, Impaled Body
mwc:dumpster, Dumpster
mwc:wooden_crate, Wooden Crate
mwc:wooden_crate_opened, Wooden Crate Opened
mwc:operating_table, Operating Table
mwc:operating_table_alt, Operating Table (ALT)
mwc:forklift, Forklift
mwc:forklift_alt, Forklift (ALT)
mwc:trusses, Trusses
mwc:ceiling_lamp, Ceiling Lamp
mwc:ceiling_lamp_alt, Ceiling Lamp (ALT)
mwc:vent, Vent
mwc:vent_rotated, Vent (Rotated)
mwc:vent_corner, Vent Corner
mwc:vent_corner_rotated, Vent Corner (Rotated)
mwc:vent_corner_rotated_alt, Vent Corner (Rotated ALT)
mwc:vent_intersection, Vent Intersection
mwc:vent_end, Vent End
mwc:white_desk_left, White Desk Left
mwc:white_desk_middle, White Desk Middle
mwc:white_desk_right, White Desk Right
mwc:trash_bin, Trash Bin
mwc:caution_sign, Caution Sign
mwc:electric_box, Electric Box
mwc:electric_box_opened, Electric Box Opened
mwc:home_chair, Home Chair
mwc:outdoor_chair, Outdoor Chair
mwc:home_chair_rotated, Home Chair (Rotated)
mwc:outdoor_chair_rotated, Outdoor Chair (Rotated)
mwc:vending_machine, Vending Machine
mwc:serverrackleft, Server Rack Left
mwc:serverrackemptyleft, Server Rack Empty Left
mwc:serverrackleftalt, Server Rack Left (ALT)
mwc:serverrackleftalt2, Server Rack Left (ALT2)
mwc:serverrackleftalt3, Server Rack Left (ALT3)
mwc:serverrackemptyright, Server Rack Empty Right
mwc:serverrackright, Server Rack Right
mwc:serverrackrightalt, Server Rack Right (ALT)
mwc:serverracktopleft, Server Rack Top Left
mwc:serverracktopright, Server Rack Top Right
mwc:duelfloodlight, Duel Flood Light
mwc:floodlight, Flood Light
mwc:radio_rotated, Radio (Rotated)
mwc:radio, Radio
mwc:camera_rotated, Camera Rotated
mwc:propanetank, Propane Tank
mwc:towablefloodlight, Towable Flood Light
mwc:hescobastion, tile.mwc_hescobastion.name
mwc:sandbag, Sand Bag
mwc:sandbagwall, Sand Bag Wall
mwc:crossgravestone, Gravestone Cross 1
mwc:crossgravestone2, Gravestone Cross 2
mwc:crossgravestone3, Gravestone Cross 3
mwc:gravestoneskull, Gravestone Skull
mwc:gravestone, Gravestone
mwc:scarecrow, Scarecrow
mwc:spookyghost, Spooky Ghost 1
mwc:spookyghost2, Spooky Ghost 2
mwc:spookyghost3, Spooky Ghost 3
mwc:swat_truck, SWAT Truck
mwc:ump45_gfl, tile.mwc_ump45_gfl.name
mwc:tactical_tomahawk, Tactical Tomahawk
mwc:baseball_bat, Baseball Bat
mwc:baseball_bat_nails, Baseball Bat w/ Nails
mwc:night_stick, Night Stick
mwc:weapon_workbench, Weapons/Armor Workbench
mwc:ammo_press, Ammo Press
chisel:blockaluminum:0, Block of Aluminum
chisel:blockaluminum:1, Block of Aluminum
chisel:blockaluminum:2, Block of Aluminum
chisel:blockaluminum:3, Block of Aluminum
chisel:blockaluminum:4, Block of Aluminum
chisel:blockaluminum:5, Block of Aluminum
chisel:blockaluminum:6, Block of Aluminum
chisel:andesite:0, Andesite
chisel:andesite:1, Andesite
chisel:andesite:2, Andesite
chisel:andesite:3, Andesite
chisel:andesite:4, Andesite
chisel:andesite:5, Andesite
chisel:andesite:6, Andesite
chisel:andesite:7, Andesite
chisel:andesite:8, Andesite
chisel:andesite:9, Andesite
chisel:andesite:10, Andesite
chisel:andesite:11, Andesite
chisel:andesite:12, Andesite
chisel:andesite:13, Andesite
chisel:andesite:14, Andesite
chisel:andesite:15, Andesite
chisel:andesite1:0, Andesite
chisel:andesite1:1, Andesite
chisel:andesite1:2, Andesite
chisel:andesite1:3, Andesite
chisel:andesite1:4, Andesite
chisel:andesite1:5, Andesite
chisel:andesite1:6, Andesite
chisel:andesite1:7, Andesite
chisel:andesite1:8, Andesite
chisel:andesite1:9, Andesite
chisel:andesite1:10, Andesite
chisel:andesite1:11, Andesite
chisel:andesite1:12, Andesite
chisel:andesite1:13, Andesite
chisel:andesite1:14, Andesite
chisel:andesite1:15, Andesite
chisel:andesite2:0, Andesite
chisel:antiblock:0, Antiblock
chisel:antiblock:1, Antiblock
chisel:antiblock:2, Antiblock
chisel:antiblock:3, Antiblock
chisel:antiblock:4, Antiblock
chisel:antiblock:5, Antiblock
chisel:antiblock:6, Antiblock
chisel:antiblock:7, Antiblock
chisel:antiblock:8, Antiblock
chisel:antiblock:9, Antiblock
chisel:antiblock:10, Antiblock
chisel:antiblock:11, Antiblock
chisel:antiblock:12, Antiblock
chisel:antiblock:13, Antiblock
chisel:antiblock:14, Antiblock
chisel:antiblock:15, Antiblock
chisel:basalt:0, Basalt
chisel:basalt:1, Basalt
chisel:basalt:2, Basalt
chisel:basalt:3, Basalt
chisel:basalt:4, Basalt
chisel:basalt:5, Basalt
chisel:basalt:6, Basalt
chisel:basalt:7, Basalt
chisel:basalt:8, Basalt
chisel:basalt:9, Basalt
chisel:basalt:10, Basalt
chisel:basalt:11, Basalt
chisel:basalt:12, Basalt
chisel:basalt:13, Basalt
chisel:basalt:14, Basalt
chisel:basalt:15, Basalt
chisel:basalt1:0, Basalt
chisel:basalt1:1, Basalt
chisel:basalt1:2, Basalt
chisel:basalt1:3, Basalt
chisel:basalt1:4, Basalt
chisel:basalt1:5, Basalt
chisel:basalt1:6, Basalt
chisel:basalt1:7, Basalt
chisel:basalt1:8, Basalt
chisel:basalt1:9, Basalt
chisel:basalt2:0, Basalt
chisel:basalt2:1, Basalt
chisel:basalt2:2, Basalt
chisel:basalt2:3, Basalt
chisel:basalt2:4, Basalt
chisel:basalt2:5, Basalt
chisel:basalt2:6, Basalt
chisel:basalt2:7, Basalt
chisel:bookshelf_oak:0, Oak Bookshelf
chisel:bookshelf_oak:1, Oak Bookshelf
chisel:bookshelf_oak:2, Oak Bookshelf
chisel:bookshelf_oak:3, Oak Bookshelf
chisel:bookshelf_oak:4, Oak Bookshelf
chisel:bookshelf_oak:5, Oak Bookshelf
chisel:bookshelf_oak:6, Oak Bookshelf
chisel:bookshelf_oak:7, Oak Bookshelf
chisel:bookshelf_oak:8, Oak Bookshelf
chisel:bookshelf_oak:9, Oak Bookshelf
chisel:bookshelf_spruce:0, Spruce Bookshelf
chisel:bookshelf_spruce:1, Spruce Bookshelf
chisel:bookshelf_spruce:2, Spruce Bookshelf
chisel:bookshelf_spruce:3, Spruce Bookshelf
chisel:bookshelf_spruce:4, Spruce Bookshelf
chisel:bookshelf_spruce:5, Spruce Bookshelf
chisel:bookshelf_spruce:6, Spruce Bookshelf
chisel:bookshelf_spruce:7, Spruce Bookshelf
chisel:bookshelf_spruce:8, Spruce Bookshelf
chisel:bookshelf_spruce:9, Spruce Bookshelf
chisel:bookshelf_birch:0, Birch Bookshelf
chisel:bookshelf_birch:1, Birch Bookshelf
chisel:bookshelf_birch:2, Birch Bookshelf
chisel:bookshelf_birch:3, Birch Bookshelf
chisel:bookshelf_birch:4, Birch Bookshelf
chisel:bookshelf_birch:5, Birch Bookshelf
chisel:bookshelf_birch:6, Birch Bookshelf
chisel:bookshelf_birch:7, Birch Bookshelf
chisel:bookshelf_birch:8, Birch Bookshelf
chisel:bookshelf_birch:9, Birch Bookshelf
chisel:bookshelf_jungle:0, Jungle Bookshelf
chisel:bookshelf_jungle:1, Jungle Bookshelf
chisel:bookshelf_jungle:2, Jungle Bookshelf
chisel:bookshelf_jungle:3, Jungle Bookshelf
chisel:bookshelf_jungle:4, Jungle Bookshelf
chisel:bookshelf_jungle:5, Jungle Bookshelf
chisel:bookshelf_jungle:6, Jungle Bookshelf
chisel:bookshelf_jungle:7, Jungle Bookshelf
chisel:bookshelf_jungle:8, Jungle Bookshelf
chisel:bookshelf_jungle:9, Jungle Bookshelf
chisel:bookshelf_acacia:0, Acacia Bookshelf
chisel:bookshelf_acacia:1, Acacia Bookshelf
chisel:bookshelf_acacia:2, Acacia Bookshelf
chisel:bookshelf_acacia:3, Acacia Bookshelf
chisel:bookshelf_acacia:4, Acacia Bookshelf
chisel:bookshelf_acacia:5, Acacia Bookshelf
chisel:bookshelf_acacia:6, Acacia Bookshelf
chisel:bookshelf_acacia:7, Acacia Bookshelf
chisel:bookshelf_acacia:8, Acacia Bookshelf
chisel:bookshelf_acacia:9, Acacia Bookshelf
chisel:bookshelf_darkoak:0, Dark Oak Bookshelf
chisel:bookshelf_darkoak:1, Dark Oak Bookshelf
chisel:bookshelf_darkoak:2, Dark Oak Bookshelf
chisel:bookshelf_darkoak:3, Dark Oak Bookshelf
chisel:bookshelf_darkoak:4, Dark Oak Bookshelf
chisel:bookshelf_darkoak:5, Dark Oak Bookshelf
chisel:bookshelf_darkoak:6, Dark Oak Bookshelf
chisel:bookshelf_darkoak:7, Dark Oak Bookshelf
chisel:bookshelf_darkoak:8, Dark Oak Bookshelf
chisel:bookshelf_darkoak:9, Dark Oak Bookshelf
chisel:bricks:0, Bricks
chisel:bricks:1, Bricks
chisel:bricks:2, Bricks
chisel:bricks:3, Bricks
chisel:bricks:4, Bricks
chisel:bricks:5, Bricks
chisel:bricks:6, Bricks
chisel:bricks:7, Bricks
chisel:bricks:8, Bricks
chisel:bricks:9, Bricks
chisel:bricks:10, Bricks
chisel:bricks:11, Bricks
chisel:bricks:12, Bricks
chisel:bricks:13, Bricks
chisel:bricks:14, Bricks
chisel:bricks:15, Bricks
chisel:bricks1:0, Bricks
chisel:bricks1:1, Bricks
chisel:bricks1:2, Bricks
chisel:bricks1:3, Bricks
chisel:bricks1:4, Bricks
chisel:bricks1:5, Bricks
chisel:bricks1:6, Bricks
chisel:bricks1:7, Bricks
chisel:bricks1:8, Bricks
chisel:bricks1:9, Bricks
chisel:bricks2:0, Bricks
chisel:bricks2:1, Bricks
chisel:bricks2:2, Bricks
chisel:bricks2:3, Bricks
chisel:bricks2:4, Bricks
chisel:bricks2:5, Bricks
chisel:blockbronze:0, Block of Bronze
chisel:blockbronze:1, Block of Bronze
chisel:blockbronze:2, Block of Bronze
chisel:blockbronze:3, Block of Bronze
chisel:blockbronze:4, Block of Bronze
chisel:blockbronze:5, Block of Bronze
chisel:blockbronze:6, Block of Bronze
chisel:brownstone:0, Brownstone
chisel:brownstone:1, Brownstone
chisel:brownstone:2, Brownstone
chisel:brownstone:3, Brownstone
chisel:brownstone:4, Brownstone
chisel:brownstone:5, Brownstone
chisel:brownstone:6, Brownstone
chisel:brownstone:7, Brownstone
chisel:brownstone:8, Brownstone
chisel:brownstone:9, Brownstone
chisel:certus:0, Block of Certus Quartz
chisel:certus:1, Block of Certus Quartz
chisel:certus:2, Block of Certus Quartz
chisel:certus:3, Block of Certus Quartz
chisel:certus:4, Block of Certus Quartz
chisel:certus:5, Block of Certus Quartz
chisel:certus:6, Block of Certus Quartz
chisel:certus:7, Block of Certus Quartz
chisel:certus:8, Block of Certus Quartz
chisel:certus:9, Block of Certus Quartz
chisel:certus:10, Block of Certus Quartz
chisel:certus:11, Block of Certus Quartz
chisel:certus:12, Block of Certus Quartz
chisel:certus:13, Block of Certus Quartz
chisel:certus:14, Block of Certus Quartz
chisel:certus:15, Block of Certus Quartz
chisel:certus1:0, Block of Certus Quartz
chisel:certus1:1, Block of Certus Quartz
chisel:certus1:2, Block of Certus Quartz
chisel:certus1:3, Block of Certus Quartz
chisel:certus1:4, Block of Certus Quartz
chisel:certus1:5, Block of Certus Quartz
chisel:certus1:6, Block of Certus Quartz
chisel:certus1:7, Block of Certus Quartz
chisel:certus1:8, Block of Certus Quartz
chisel:certus1:9, Block of Certus Quartz
chisel:certus1:10, Block of Certus Quartz
chisel:certus1:11, Block of Certus Quartz
chisel:certus1:12, Block of Certus Quartz
chisel:certus1:13, Block of Certus Quartz
chisel:certus1:14, Block of Certus Quartz
chisel:certus1:15, Block of Certus Quartz
chisel:certus2:0, Block of Certus Quartz
chisel:certus2:1, Block of Certus Quartz
chisel:carpet_black:0, Black Carpet
chisel:carpet_black:1, Black Carpet
chisel:carpet_red:0, Red Carpet
chisel:carpet_red:1, Red Carpet
chisel:carpet_green:0, Green Carpet
chisel:carpet_green:1, Green Carpet
chisel:carpet_brown:0, Brown Carpet
chisel:carpet_brown:1, Brown Carpet
chisel:carpet_blue:0, Blue Carpet
chisel:carpet_blue:1, Blue Carpet
chisel:carpet_purple:0, Purple Carpet
chisel:carpet_purple:1, Purple Carpet
chisel:carpet_cyan:0, Cyan Carpet
chisel:carpet_cyan:1, Cyan Carpet
chisel:carpet_lightgray:0, Light Gray Carpet
chisel:carpet_lightgray:1, Light Gray Carpet
chisel:carpet_gray:0, Gray Carpet
chisel:carpet_gray:1, Gray Carpet
chisel:carpet_pink:0, Pink Carpet
chisel:carpet_pink:1, Pink Carpet
chisel:carpet_lime:0, Lime Carpet
chisel:carpet_lime:1, Lime Carpet
chisel:carpet_yellow:0, Yellow Carpet
chisel:carpet_yellow:1, Yellow Carpet
chisel:carpet_lightblue:0, Light Blue Carpet
chisel:carpet_lightblue:1, Light Blue Carpet
chisel:carpet_magenta:0, Magenta Carpet
chisel:carpet_magenta:1, Magenta Carpet
chisel:carpet_orange:0, Orange Carpet
chisel:carpet_orange:1, Orange Carpet
chisel:carpet_white:0, White Carpet
chisel:carpet_white:1, White Carpet
chisel:block_charcoal:0, Block of Charcoal
chisel:block_charcoal:1, Block of Charcoal
chisel:block_charcoal:2, Block of Charcoal
chisel:block_charcoal:3, Block of Charcoal
chisel:block_charcoal:4, Block of Charcoal
chisel:block_charcoal:5, Block of Charcoal
chisel:block_charcoal:6, Block of Charcoal
chisel:block_charcoal:7, Block of Charcoal
chisel:block_charcoal:8, Block of Charcoal
chisel:block_charcoal:9, Block of Charcoal
chisel:block_charcoal:10, Block of Charcoal
chisel:block_charcoal:11, Block of Charcoal
chisel:block_charcoal:12, Block of Charcoal
chisel:block_charcoal:13, Block of Charcoal
chisel:block_charcoal:14, Block of Charcoal
chisel:block_charcoal:15, Block of Charcoal
chisel:block_charcoal1:0, Block of Charcoal
chisel:block_charcoal1:1, Block of Charcoal
chisel:block_charcoal1:2, Block of Charcoal
chisel:block_charcoal1:3, Block of Charcoal
chisel:block_charcoal1:4, Block of Charcoal
chisel:block_charcoal1:5, Block of Charcoal
chisel:block_charcoal1:6, Block of Charcoal
chisel:block_charcoal1:7, Block of Charcoal
chisel:block_charcoal1:8, Block of Charcoal
chisel:block_charcoal1:9, Block of Charcoal
chisel:block_charcoal1:10, Block of Charcoal
chisel:block_charcoal1:11, Block of Charcoal
chisel:block_charcoal1:12, Block of Charcoal
chisel:block_charcoal1:13, Block of Charcoal
chisel:block_charcoal1:14, Block of Charcoal
chisel:block_charcoal1:15, Block of Charcoal
chisel:block_charcoal2:0, Block of Charcoal
chisel:block_charcoal2:1, Block of Charcoal
chisel:cloud:0, Cloud
chisel:cloud:1, Cloud
chisel:cloud:2, Cloud
chisel:cloud:3, Cloud
chisel:cloud:4, Cloud
chisel:blockcobalt:0, Block of Cobalt
chisel:blockcobalt:1, Block of Cobalt
chisel:blockcobalt:2, Block of Cobalt
chisel:blockcobalt:3, Block of Cobalt
chisel:blockcobalt:4, Block of Cobalt
chisel:blockcobalt:5, Block of Cobalt
chisel:blockcobalt:6, Block of Cobalt
chisel:cobblestone:0, Cobblestone
chisel:cobblestone:1, Cobblestone
chisel:cobblestone:2, Cobblestone
chisel:cobblestone:3, Cobblestone
chisel:cobblestone:4, Cobblestone
chisel:cobblestone:5, Cobblestone
chisel:cobblestone:6, Cobblestone
chisel:cobblestone:7, Cobblestone
chisel:cobblestone:8, Cobblestone
chisel:cobblestone:9, Cobblestone
chisel:cobblestone:10, Cobblestone
chisel:cobblestone:11, Cobblestone
chisel:cobblestone:12, Cobblestone
chisel:cobblestone:13, Cobblestone
chisel:cobblestone:14, Cobblestone
chisel:cobblestone:15, Cobblestone
chisel:cobblestone1:0, Cobblestone
chisel:cobblestone1:1, Cobblestone
chisel:cobblestone1:2, Cobblestone
chisel:cobblestone1:3, Cobblestone
chisel:cobblestone1:4, Cobblestone
chisel:cobblestone1:5, Cobblestone
chisel:cobblestone1:6, Cobblestone
chisel:cobblestone1:7, Cobblestone
chisel:cobblestone1:8, Cobblestone
chisel:cobblestone1:9, Cobblestone
chisel:cobblestone2:0, Cobblestone
chisel:cobblestone2:1, Cobblestone
chisel:cobblestone2:2, Cobblestone
chisel:cobblestone2:3, Cobblestone
chisel:cobblestone2:4, Cobblestone
chisel:cobblestone2:5, Cobblestone
chisel:cobblestone2:6, Cobblestone
chisel:cobblestone2:7, Cobblestone
chisel:cobblestone2:8, Cobblestone
chisel:cobblestone2:9, Cobblestone
chisel:block_coal:0, Block of Coal
chisel:block_coal:1, Block of Coal
chisel:block_coal:2, Block of Coal
chisel:block_coal:3, Block of Coal
chisel:block_coal:4, Block of Coal
chisel:block_coal:5, Block of Coal
chisel:block_coal:6, Block of Coal
chisel:block_coal:7, Block of Coal
chisel:block_coal:8, Block of Coal
chisel:block_coal:9, Block of Coal
chisel:block_coal:10, Block of Coal
chisel:block_coal:11, Block of Coal
chisel:block_coal:12, Block of Coal
chisel:block_coal:13, Block of Coal
chisel:block_coal:14, Block of Coal
chisel:block_coal:15, Block of Coal
chisel:block_coal1:0, Block of Coal
chisel:block_coal1:1, Block of Coal
chisel:block_coal1:2, Block of Coal
chisel:block_coal1:3, Block of Coal
chisel:block_coal1:4, Block of Coal
chisel:block_coal1:5, Block of Coal
chisel:block_coal1:6, Block of Coal
chisel:block_coal1:7, Block of Coal
chisel:block_coal1:8, Block of Coal
chisel:block_coal1:9, Block of Coal
chisel:block_coal1:10, Block of Coal
chisel:block_coal1:11, Block of Coal
chisel:block_coal1:12, Block of Coal
chisel:block_coal1:13, Block of Coal
chisel:block_coal1:14, Block of Coal
chisel:block_coal1:15, Block of Coal
chisel:block_coal2:0, Block of Coal
chisel:block_coal2:1, Block of Coal
chisel:block_coal_coke:0, Block of Coal Coke
chisel:block_coal_coke:1, Block of Coal Coke
chisel:block_coal_coke:2, Block of Coal Coke
chisel:block_coal_coke:3, Block of Coal Coke
chisel:block_coal_coke:4, Block of Coal Coke
chisel:block_coal_coke:5, Block of Coal Coke
chisel:block_coal_coke:6, Block of Coal Coke
chisel:block_coal_coke:7, Block of Coal Coke
chisel:block_coal_coke:8, Block of Coal Coke
chisel:block_coal_coke:9, Block of Coal Coke
chisel:block_coal_coke:10, Block of Coal Coke
chisel:block_coal_coke:11, Block of Coal Coke
chisel:block_coal_coke:12, Block of Coal Coke
chisel:block_coal_coke:13, Block of Coal Coke
chisel:block_coal_coke:14, Block of Coal Coke
chisel:block_coal_coke:15, Block of Coal Coke
chisel:block_coal_coke1:0, Block of Coal Coke
chisel:block_coal_coke1:1, Block of Coal Coke
chisel:block_coal_coke1:2, Block of Coal Coke
chisel:block_coal_coke1:3, Block of Coal Coke
chisel:block_coal_coke1:4, Block of Coal Coke
chisel:block_coal_coke1:5, Block of Coal Coke
chisel:block_coal_coke1:6, Block of Coal Coke
chisel:block_coal_coke1:7, Block of Coal Coke
chisel:block_coal_coke1:8, Block of Coal Coke
chisel:block_coal_coke1:9, Block of Coal Coke
chisel:block_coal_coke1:10, Block of Coal Coke
chisel:block_coal_coke1:11, Block of Coal Coke
chisel:block_coal_coke1:12, Block of Coal Coke
chisel:block_coal_coke1:13, Block of Coal Coke
chisel:block_coal_coke1:14, Block of Coal Coke
chisel:block_coal_coke1:15, Block of Coal Coke
chisel:block_coal_coke2:0, Block of Coal Coke
chisel:block_coal_coke2:1, Block of Coal Coke
chisel:cobblestonemossy:0, Moss Stone
chisel:cobblestonemossy:1, Moss Stone
chisel:cobblestonemossy:2, Moss Stone
chisel:cobblestonemossy:3, Moss Stone
chisel:cobblestonemossy:4, Moss Stone
chisel:cobblestonemossy:5, Moss Stone
chisel:cobblestonemossy:6, Moss Stone
chisel:cobblestonemossy:7, Moss Stone
chisel:cobblestonemossy:8, Moss Stone
chisel:cobblestonemossy:9, Moss Stone
chisel:cobblestonemossy:10, Moss Stone
chisel:cobblestonemossy:11, Moss Stone
chisel:cobblestonemossy:12, Moss Stone
chisel:cobblestonemossy:13, Moss Stone
chisel:cobblestonemossy:14, Moss Stone
chisel:cobblestonemossy:15, Moss Stone
chisel:cobblestonemossy1:0, Moss Stone
chisel:cobblestonemossy1:1, Moss Stone
